Time,Comment,Field (Oe),Temperature (K),m' (emu),m' Scan Std Dev,"m"" (emu)","m"" Scan Std Dev",Amplitude (emu),Amplitude Scan Std Dev,Phase (deg),Phase Scan Std Dev,Regression Fit,Drive Amplitude (Oe),Wave Frequency (Hz),Steps per Cycle,Blocks to Average,Scans per Measurement,Clock Frequency,Amplifier Gain,AC Filter,Two Point Measurement,Scan Length,Settling Time (sec),Delta Temp (K),Rot Position (Oe),Error,% Clipped
1715127442,,0.00E+00,1.09E+01,3.35E-04,4.07E-08,2.66E-05,3.22E-09,3.36E-04,4.06E-08,4.55E+00,7.53E-04,1.00E+00,3.00E+00,9.98E+01,1878,10,3,4,0,1,1,4.00E+00,1,1.26E-03,0.00E+00,0,0.00E+00
1715127599,,0.00E+00,1.09E+01,3.03E-04,6.31E-08,1.81E-05,4.99E-08,3.03E-04,6.36E-08,3.41E+00,9.30E-03,1.00E+00,3.00E+00,9.97E+02,188,10,3,4,0,0,1,4.00E+00,1,1.42E-03,0.00E+00,0,0.00E+00
1715128115,,0.00E+00,1.29E+01,5.61E-04,1.26E-06,8.27E-05,3.37E-07,5.67E-04,1.29E-06,8.39E+00,1.52E-02,1.00E+00,3.00E+00,1.00E+00,732,10,3,2,0,3,1,4.00E+00,1,9.79E-04,0.00E+00,0,0.00E+00
1715128307,,0.00E+00,1.29E+01,4.55E-04,1.32E-07,5.98E-05,4.77E-08,4.59E-04,1.37E-07,7.48E+00,3.77E-03,1.00E+00,3.00E+00,1.00E+01,1172,10,3,3,0,2,1,4.00E+00,1,1.47E-03,0.00E+00,0,0.00E+00
1715128465,,0.00E+00,1.29E+01,3.80E-04,9.01E-08,4.29E-05,4.55E-08,3.82E-04,8.97E-08,6.44E+00,6.93E-03,1.00E+00,3.00E+00,9.98E+01,1878,10,3,4,0,1,1,4.00E+00,1,1.95E-03,0.00E+00,0,0.00E+00
1715128621,,0.00E+00,1.29E+01,3.31E-04,7.87E-08,2.88E-05,6.25E-08,3.32E-04,7.41E-08,4.97E+00,1.17E-02,1.00E+00,3.00E+00,9.97E+02,188,10,3,4,0,0,1,4.00E+00,1,8.50E-04,0.00E+00,0,0.00E+00
1715129087,,0.00E+00,1.49E+01,7.26E-04,1.31E-06,1.27E-04,3.96E-07,7.37E-04,1.36E-06,9.94E+00,1.27E-02,1.00E+00,3.00E+00,1.00E+00,732,10,3,2,0,3,1,4.00E+00,1,5.05E-03,0.00E+00,0,0.00E+00
1715129293,,0.00E+00,1.49E+01,5.64E-04,1.32E-07,9.22E-05,4.66E-08,5.72E-04,1.38E-07,9.28E+00,2.65E-03,1.00E+00,3.00E+00,1.00E+01,1172,10,3,3,0,2,1,4.00E+00,1,1.90E-03,0.00E+00,0,0.00E+00
1715129455,,0.00E+00,1.49E+01,4.49E-04,5.11E-08,6.60E-05,6.46E-08,4.54E-04,5.81E-08,8.36E+00,7.37E-03,1.00E+00,3.00E+00,9.98E+01,1878,10,3,4,0,1,1,4.00E+00,1,3.16E-03,0.00E+00,0,0.00E+00
1715129648,,0.00E+00,1.49E+01,3.72E-04,2.24E-08,4.44E-05,4.13E-08,3.75E-04,2.40E-08,6.80E+00,6.18E-03,1.00E+00,3.00E+00,9.97E+02,188,10,3,4,0,0,1,4.00E+00,1,1.90E-03,0.00E+00,0,0.00E+00
1715130185,,0.00E+00,1.68E+01,9.50E-04,1.64E-06,1.85E-04,4.54E-07,9.67E-04,1.69E-06,1.10E+01,7.86E-03,1.00E+00,3.00E+00,1.00E+00,732,10,3,2,0,3,1,4.00E+00,1,8.01E-03,0.00E+00,0,0.00E+00
1715130397,,0.00E+00,1.68E+01,7.15E-04,1.32E-07,1.35E-04,2.03E-08,7.27E-04,1.33E-07,1.07E+01,4.47E-04,1.00E+00,3.00E+00,1.00E+01,1172,10,3,3,0,2,1,4.00E+00,1,1.60E-03,0.00E+00,0,0.00E+00
1715130558,,0.00E+00,1.68E+01,5.45E-04,6.41E-08,9.74E-05,1.67E-08,5.54E-04,6.11E-08,1.01E+01,2.65E-03,1.00E+00,3.00E+00,9.98E+01,1878,10,3,4,0,1,1,4.00E+00,1,4.00E-03,0.00E+00,0,0.00E+00
1715130720,,0.00E+00,1.68E+01,4.32E-04,5.22E-08,6.60E-05,5.23E-08,4.37E-04,5.62E-08,8.70E+00,6.30E-03,1.00E+00,3.00E+00,9.97E+02,188,10,3,4,0,0,1,4.00E+00,1,8.82E-03,0.00E+00,0,0.00E+00
1715131315,,0.00E+00,1.88E+01,1.24E-03,1.44E-06,2.55E-04,4.19E-07,1.26E-03,1.49E-06,1.17E+01,5.59E-03,1.00E+00,3.00E+00,1.00E+00,732,10,3,2,0,3,1,4.00E+00,1,8.86E-03,0.00E+00,0,0.00E+00
1715131522,,0.00E+00,1.88E+01,9.12E-04,1.18E-07,1.90E-04,4.87E-08,9.32E-04,1.25E-07,1.17E+01,1.69E-03,1.00E+00,3.00E+00,1.00E+01,1172,10,3,3,0,2,1,4.00E+00,1,4.92E-03,0.00E+00,0,0.00E+00
1715131700,,0.00E+00,1.88E+01,6.74E-04,1.19E-07,1.38E-04,3.96E-08,6.88E-04,1.24E-07,1.15E+01,1.28E-03,1.00E+00,3.00E+00,9.98E+01,1878,10,3,4,0,1,1,4.00E+00,1,1.97E-03,0.00E+00,0,0.00E+00
1715131896,,0.00E+00,1.88E+01,5.12E-04,6.16E-08,9.44E-05,4.81E-08,5.20E-04,5.69E-08,1.05E+01,5.89E-03,1.00E+00,3.00E+00,9.97E+02,188,10,3,4,0,0,1,4.00E+00,1,3.93E-03,0.00E+00,0,0.00E+00
1715132473,,0.00E+00,2.08E+01,1.59E-03,1.33E-06,3.35E-04,3.98E-07,1.63E-03,1.38E-06,1.19E+01,4.11E-03,1.00E+00,3.00E+00,1.00E+00,732,10,3,2,0,3,1,4.00E+00,1,4.72E-03,0.00E+00,0,0.00E+00
1715132673,,0.00E+00,2.08E+01,1.16E-03,1.13E-07,2.54E-04,3.56E-08,1.19E-03,1.17E-07,1.23E+01,9.08E-04,1.00E+00,3.00E+00,1.00E+01,1172,10,3,3,0,2,1,4.00E+00,1,2.36E-03,0.00E+00,0,0.00E+00
1715132843,,0.00E+00,2.08E+01,8.39E-04,1.12E-07,1.87E-04,5.00E-08,8.60E-04,1.20E-07,1.26E+01,1.64E-03,1.00E+00,3.00E+00,9.98E+01,1878,10,3,4,0,1,1,4.00E+00,1,5.90E-03,0.00E+00,0,0.00E+00
1715133006,,0.00E+00,2.08E+01,6.16E-04,1.29E-07,1.30E-04,1.08E-07,6.30E-04,1.48E-07,1.19E+01,7.28E-03,1.00E+00,3.00E+00,9.97E+02,188,10,3,4,0,0,1,4.00E+00,1,3.54E-03,0.00E+00,0,0.00E+00
1715133527,,0.00E+00,2.28E+01,2.00E-03,8.89E-07,4.15E-04,3.09E-07,2.05E-03,9.33E-07,1.17E+01,3.49E-03,1.00E+00,3.00E+00,1.00E+00,732,10,3,2,0,3,1,4.00E+00,1,6.25E-03,0.00E+00,0,0.00E+00
1715133726,,0.00E+00,2.28E+01,1.46E-03,1.25E-07,3.25E-04,2.91E-08,1.49E-03,1.28E-07,1.26E+01,3.86E-04,1.00E+00,3.00E+00,1.00E+01,1172,10,3,3,0,2,1,4.00E+00,1,2.78E-03,0.00E+00,0,0.00E+00
1715133894,,0.00E+00,2.28E+01,1.04E-03,1.68E-07,2.45E-04,3.42E-08,1.07E-03,1.70E-07,1.32E+01,1.10E-03,1.00E+00,3.00E+00,9.98E+01,1878,10,3,4,0,1,1,4.00E+00,1,2.77E-03,0.00E+00,0,0.00E+00
1715134038,,0.00E+00,2.28E+01,7.46E-04,1.83E-07,1.73E-04,1.14E-07,7.66E-04,2.04E-07,1.30E+01,5.33E-03,1.00E+00,3.00E+00,9.97E+02,188,10,3,4,0,0,1,4.00E+00,1,1.32E-02,0.00E+00,0,0.00E+00
1715134485,,0.00E+00,2.47E+01,2.45E-03,7.63E-07,4.81E-04,1.65E-07,2.50E-03,7.81E-07,1.11E+01,3.45E-04,1.00E+00,3.00E+00,1.00E+00,732,10,3,2,0,3,1,4.00E+00,1,2.42E-03,0.00E+00,0,0.00E+00
1715134678,,0.00E+00,2.47E+01,1.80E-03,2.79E-07,3.96E-04,5.91E-08,1.84E-03,2.85E-07,1.24E+01,3.56E-04,1.00E+00,3.00E+00,1.00E+01,1172,10,3,3,0,2,1,4.00E+00,1,2.41E-03,0.00E+00,0,0.00E+00
1715134855,,0.00E+00,2.47E+01,1.28E-03,1.33E-07,3.07E-04,4.57E-08,1.32E-03,1.40E-07,1.35E+01,7.79E-04,1.00E+00,3.00E+00,9.98E+01,1878,10,3,4,0,1,1,4.00E+00,1,1.21E-02,0.00E+00,0,0.00E+00
1715135053,,0.00E+00,2.47E+01,9.03E-04,4.81E-08,2.22E-04,1.21E-07,9.30E-04,7.52E-08,1.38E+01,6.54E-03,1.00E+00,3.00E+00,9.97E+02,188,10,3,4,0,0,1,4.00E+00,1,1.28E-02,0.00E+00,0,0.00E+00
1715135602,,0.00E+00,2.67E+01,2.90E-03,4.42E-07,5.22E-04,1.33E-07,2.95E-03,4.58E-07,1.02E+01,1.12E-03,1.00E+00,3.00E+00,1.00E+00,732,10,3,2,0,3,1,4.00E+00,1,5.52E-03,0.00E+00,0,0.00E+00
1715135790,,0.00E+00,2.67E+01,2.16E-03,4.24E-07,4.59E-04,1.01E-07,2.21E-03,4.35E-07,1.20E+01,3.50E-04,1.00E+00,3.00E+00,1.00E+01,1172,10,3,3,0,2,1,4.00E+00,1,1.29E-02,0.00E+00,0,0.00E+00
1715135950,,0.00E+00,2.67E+01,1.55E-03,3.99E-07,3.71E-04,1.25E-07,1.59E-03,4.17E-07,1.35E+01,1.05E-03,1.00E+00,3.00E+00,9.98E+01,1878,10,3,4,0,1,1,4.00E+00,1,3.68E-03,0.00E+00,0,0.00E+00
1715136134,,0.00E+00,2.67E+01,1.08E-03,1.35E-07,2.75E-04,6.44E-08,1.12E-03,1.16E-07,1.42E+01,4.87E-03,1.00E+00,3.00E+00,9.97E+02,188,10,3,4,0,0,1,4.00E+00,1,4.61E-03,0.00E+00,0,0.00E+00
1715136681,,0.00E+00,2.87E+01,3.31E-03,5.29E-07,5.28E-04,1.14E-07,3.36E-03,5.40E-07,9.04E+00,6.48E-04,1.00E+00,3.00E+00,1.00E+00,732,10,3,2,0,3,1,4.00E+00,1,7.29E-03,0.00E+00,0,0.00E+00
1715136877,,0.00E+00,2.87E+01,2.54E-03,2.80E-07,5.02E-04,7.58E-08,2.59E-03,2.90E-07,1.12E+01,4.84E-04,1.00E+00,3.00E+00,1.00E+01,1172,10,3,3,0,2,1,4.00E+00,1,7.30E-03,0.00E+00,0,0.00E+00
1715137055,,0.00E+00,2.87E+01,1.84E-03,3.49E-07,4.29E-04,9.00E-08,1.89E-03,3.60E-07,1.31E+01,3.43E-04,1.00E+00,3.00E+00,9.98E+01,1878,10,3,4,0,1,1,4.00E+00,1,7.29E-03,0.00E+00,0,0.00E+00
1715137210,,0.00E+00,2.87E+01,1.29E-03,2.28E-07,3.31E-04,1.03E-07,1.33E-03,2.44E-07,1.44E+01,2.43E-03,1.00E+00,3.00E+00,9.97E+02,188,10,3,4,0,0,1,4.00E+00,1,2.08E-03,0.00E+00,0,0.00E+00
1715137712,,0.00E+00,3.07E+01,3.66E-03,4.29E-07,5.01E-04,4.64E-08,3.70E-03,4.31E-07,7.78E+00,3.05E-04,1.00E+00,3.00E+00,1.00E+00,732,10,3,2,0,3,1,4.00E+00,1,1.76E-02,0.00E+00,0,0.00E+00
1715137900,,0.00E+00,3.07E+01,2.89E-03,4.73E-07,5.19E-04,8.18E-08,2.94E-03,4.80E-07,1.02E+01,5.23E-04,1.00E+00,3.00E+00,1.00E+01,1172,10,3,3,0,2,1,4.00E+00,1,3.51E-03,0.00E+00,0,0.00E+00
1715138080,,0.00E+00,3.07E+01,2.14E-03,5.18E-08,4.75E-04,3.79E-08,2.19E-03,5.30E-08,1.25E+01,9.49E-04,1.00E+00,3.00E+00,9.98E+01,1878,10,3,4,0,1,1,4.00E+00,1,8.20E-03,0.00E+00,0,0.00E+00
1715138263,,0.00E+00,3.07E+01,1.51E-03,1.45E-07,3.84E-04,4.49E-08,1.56E-03,1.40E-07,1.42E+01,2.18E-03,1.00E+00,3.00E+00,9.97E+02,188,10,3,4,0,0,1,4.00E+00,1,1.17E-03,0.00E+00,0,0.00E+00
1715138737,,0.00E+00,3.26E+01,3.93E-03,3.46E-07,4.50E-04,2.14E-08,3.95E-03,3.44E-07,6.53E+00,5.46E-04,1.00E+00,3.00E+00,1.00E+00,732,10,3,2,0,3,1,4.00E+00,1,6.54E-03,0.00E+00,0,0.00E+00
1715138941,,0.00E+00,3.26E+01,3.20E-03,5.09E-07,5.08E-04,6.30E-08,3.24E-03,5.12E-07,9.01E+00,6.03E-04,1.00E+00,3.00E+00,1.00E+01,1172,10,3,3,0,2,1,4.00E+00,1,6.53E-03,0.00E+00,0,0.00E+00
1715139113,,0.00E+00,3.26E+01,2.44E-03,4.61E-07,5.04E-04,1.05E-07,2.49E-03,4.73E-07,1.17E+01,3.84E-04,1.00E+00,3.00E+00,9.98E+01,1878,10,3,4,0,1,1,4.00E+00,1,1.70E-02,0.00E+00,0,0.00E+00
1715139287,,0.00E+00,3.26E+01,1.75E-03,3.06E-07,4.31E-04,1.57E-07,1.80E-03,2.91E-07,1.39E+01,5.83E-03,1.00E+00,3.00E+00,9.97E+02,188,10,3,4,0,0,1,4.00E+00,1,6.54E-03,0.00E+00,0,0.00E+00
1715139765,,0.00E+00,3.46E+01,4.10E-03,3.37E-07,3.87E-04,3.54E-08,4.12E-03,3.39E-07,5.38E+00,1.04E-04,1.00E+00,3.00E+00,1.00E+00,732,10,3,2,0,3,1,4.00E+00,1,8.69E-03,0.00E+00,0,0.00E+00
1715139968,,0.00E+00,3.46E+01,3.46E-03,2.43E-07,4.74E-04,3.64E-08,3.49E-03,2.45E-07,7.80E+00,1.65E-04,1.00E+00,3.00E+00,1.00E+01,1172,10,3,3,0,2,1,4.00E+00,1,4.35E-03,0.00E+00,0,0.00E+00
1715140139,,0.00E+00,3.46E+01,2.71E-03,3.58E-07,5.10E-04,3.77E-08,2.76E-03,3.54E-07,1.07E+01,1.30E-03,1.00E+00,3.00E+00,9.98E+01,1878,10,3,4,0,1,1,4.00E+00,1,1.30E-02,0.00E+00,0,0.00E+00
1715140320,,0.00E+00,3.46E+01,1.99E-03,1.92E-07,4.67E-04,5.30E-08,2.04E-03,1.85E-07,1.32E+01,2.07E-03,1.00E+00,3.00E+00,9.97E+02,188,10,3,4,0,0,1,4.00E+00,1,1.01E-02,0.00E+00,0,0.00E+00
1715140805,,0.00E+00,3.66E+01,4.20E-03,3.58E-07,3.21E-04,3.23E-08,4.21E-03,3.59E-07,4.37E+00,1.66E-04,1.00E+00,3.00E+00,1.00E+00,732,10,3,2,0,3,1,4.00E+00,1,1.60E-02,0.00E+00,0,0.00E+00
1715141005,,0.00E+00,3.66E+01,3.65E-03,4.81E-07,4.24E-04,6.59E-08,3.67E-03,4.85E-07,6.63E+00,4.21E-04,1.00E+00,3.00E+00,1.00E+01,1172,10,3,3,0,2,1,4.00E+00,1,1.60E-02,0.00E+00,0,0.00E+00
1715141183,,0.00E+00,3.66E+01,2.95E-03,4.79E-07,4.96E-04,1.10E-07,2.99E-03,4.90E-07,9.54E+00,6.55E-04,1.00E+00,3.00E+00,9.98E+01,1878,10,3,4,0,1,1,4.00E+00,1,2.56E-02,0.00E+00,0,0.00E+00
1715141350,,0.00E+00,3.66E+01,2.22E-03,4.03E-07,4.89E-04,9.41E-08,2.28E-03,4.02E-07,1.24E+01,2.42E-03,1.00E+00,3.00E+00,9.97E+02,188,10,3,4,0,0,1,4.00E+00,1,1.60E-03,0.00E+00,0,0.00E+00
1715141822,,0.00E+00,3.86E+01,4.23E-03,2.24E-07,2.60E-04,3.75E-08,4.24E-03,2.26E-07,3.51E+00,3.47E-04,1.00E+00,3.00E+00,1.00E+00,732,10,3,2,0,3,1,4.00E+00,1,1.05E-02,0.00E+00,0,0.00E+00
1715142022,,0.00E+00,3.86E+01,3.77E-03,4.67E-07,3.67E-04,6.53E-08,3.79E-03,4.69E-07,5.55E+00,7.27E-04,1.00E+00,3.00E+00,1.00E+01,1172,10,3,3,0,2,1,4.00E+00,1,2.80E-02,0.00E+00,0,0.00E+00
1715142191,,0.00E+00,3.86E+01,3.15E-03,4.28E-07,4.65E-04,4.77E-08,3.18E-03,4.25E-07,8.39E+00,1.18E-03,1.00E+00,3.00E+00,9.98E+01,1878,10,3,4,0,1,1,4.00E+00,1,5.25E-03,0.00E+00,0,0.00E+00
1715142365,,0.00E+00,3.86E+01,2.44E-03,5.23E-07,4.94E-04,2.39E-07,2.49E-03,5.52E-07,1.14E+01,3.67E-03,1.00E+00,3.00E+00,9.97E+02,188,10,3,4,0,0,1,4.00E+00,1,3.50E-03,0.00E+00,0,0.00E+00
1715142834,,0.00E+00,4.05E+01,4.21E-03,2.49E-07,2.05E-04,4.18E-08,4.22E-03,2.47E-07,2.79E+00,7.10E-04,1.00E+00,3.00E+00,1.00E+00,732,10,3,2,0,3,1,4.00E+00,1,1.72E-02,0.00E+00,0,0.00E+00
1715143028,,0.00E+00,4.05E+01,3.84E-03,5.58E-07,3.08E-04,4.20E-08,3.85E-03,5.58E-07,4.59E+00,6.88E-04,1.00E+00,3.00E+00,1.00E+01,1172,10,3,3,0,2,1,4.00E+00,1,3.83E-03,0.00E+00,0,0.00E+00
1715143193,,0.00E+00,4.05E+01,3.30E-03,3.07E-07,4.21E-04,3.82E-08,3.32E-03,3.05E-07,7.28E+00,9.25E-04,1.00E+00,3.00E+00,9.98E+01,1878,10,3,4,0,1,1,4.00E+00,1,5.74E-03,0.00E+00,0,0.00E+00
1715143357,,0.00E+00,4.05E+01,2.63E-03,5.26E-07,4.83E-04,6.21E-08,2.68E-03,5.28E-07,1.04E+01,7.67E-04,1.00E+00,3.00E+00,9.97E+02,188,10,3,4,0,0,1,4.00E+00,1,3.25E-02,0.00E+00,0,0.00E+00
1715143818,,0.00E+00,4.25E+01,4.16E-03,2.26E-07,1.59E-04,3.35E-08,4.16E-03,2.28E-07,2.19E+00,3.42E-04,1.00E+00,3.00E+00,1.00E+00,732,10,3,2,0,3,1,4.00E+00,1,1.25E-02,0.00E+00,0,0.00E+00
1715144020,,0.00E+00,4.25E+01,3.86E-03,6.98E-07,2.53E-04,3.31E-08,3.87E-03,6.98E-07,3.75E+00,2.83E-04,1.00E+00,3.00E+00,1.00E+01,1172,10,3,3,0,2,1,4.00E+00,1,1.66E-02,0.00E+00,0,0.00E+00
1715144199,,0.00E+00,4.25E+01,3.40E-03,2.26E-07,3.72E-04,3.37E-08,3.42E-03,2.22E-07,6.24E+00,9.23E-04,1.00E+00,3.00E+00,9.98E+01,1878,10,3,4,0,1,1,4.00E+00,1,1.66E-02,0.00E+00,0,0.00E+00
1715144371,,0.00E+00,4.25E+01,2.80E-03,2.75E-07,4.59E-04,1.12E-07,2.84E-03,2.88E-07,9.33E+00,1.52E-03,1.00E+00,3.00E+00,9.97E+02,188,10,3,4,0,0,1,4.00E+00,1,2.08E-02,0.00E+00,0,0.00E+00
1715144847,,0.00E+00,4.45E+01,4.07E-03,1.47E-07,1.21E-04,2.47E-08,4.07E-03,1.46E-07,1.71E+00,4.05E-04,1.00E+00,3.00E+00,1.00E+00,732,10,3,2,0,3,1,4.00E+00,1,2.03E-02,0.00E+00,0,0.00E+00
1715145052,,0.00E+00,4.45E+01,3.84E-03,4.65E-07,2.04E-04,2.45E-08,3.85E-03,4.64E-07,3.04E+00,5.57E-04,1.00E+00,3.00E+00,1.00E+01,1172,10,3,3,0,2,1,4.00E+00,1,1.13E-02,0.00E+00,0,0.00E+00
1715145230,,0.00E+00,4.45E+01,3.46E-03,4.48E-07,3.20E-04,5.82E-08,3.47E-03,4.41E-07,5.29E+00,1.58E-03,1.00E+00,3.00E+00,9.98E+01,1878,10,3,4,0,1,1,4.00E+00,1,1.58E-02,0.00E+00,0,0.00E+00
1715145387,,0.00E+00,4.45E+01,2.93E-03,4.66E-07,4.25E-04,4.99E-08,2.96E-03,4.63E-07,8.26E+00,1.48E-03,1.00E+00,3.00E+00,9.97E+02,188,10,3,4,0,0,1,4.00E+00,1,4.51E-03,0.00E+00,0,0.00E+00
